Labels,X,Y
AA,347.07473598122516,90.16910208709733
AA,264.35153271964083,56.707588380461026
AA,94.68989290933149,48.89373487377432
AA,408.151372015145,0.5287172541415641
AA,222.53390014696745,5.789348761442115
AA,36.58617632023331,82.4716885476164
AA,150.4557031217787,63.52886682448609
AA,247.04812091081996,45.203985786979764
AA,471.18520883861106,96.98797050981818
AA,389.50244079610957,74.0297422695013
AA,49.29685789629745,80.94938242317497
AA,272.782989799856,21.085677459745998
AA,249.56864843246325,27.817752844271514
AA,393.90450025712903,30.000163417623593
AA,97.16767092740669,96.7691445595435
AA,24.37971438416353,71.52780631451857
AA,331.23355945212654,82.56051543850914
AA,211.70265894646118,64.6330426933207
AA,448.80411711349,34.88417623452912
AA,213.26522804672098,3.5443845416657904
AA,476.885801904898,20.480164880828532
AA,88.94489157006392,22.049498424170842
AA,334.89903251809807,76.45258149781972
AA,101.53636805011651,82.6073017664763
AA,402.0088944560624,20.737891488060445
AA,415.6462310334422,53.864560401238315
AA,142.6211057082094,41.541678201766416
AA,458.2957861781815,55.02396127725447
AA,198.30588986921344,72.43993302013146
AA,0.911784042564312,98.47396887975331
AA,425.549275213231,91.66342881413378
AA,495.66413052889754,25.65358794224827
AA,373.4673464411476,81.05881804122103
AA,16.941174808289105,48.302300636834694
AA,471.974657114672,66.07061963337415
AA,480.28481656305524,34.32032547755944
AA,67.73640644754869,58.03557593898794
AA,266.3123380340968,28.60582658192038
AA,145.51819393157257,91.72723935031762
AA,478.4888056746048,57.29086884380281
AA,425.8384804083802,79.09894897288254
AA,248.9952728809892,27.799678821485063
AA,181.1979701673192,20.516214617354734
AA,210.80276909907775,80.88689751603461
AA,156.89042093026922,91.73602750275215
AA,255.26441327037557,78.46589595303443
AA,214.83585613249738,39.240458544559345
AA,474.741120710275,22.401083646638355
AA,418.328179386102,67.59023289691906
AA,4.309767956685196,98.04736717687723
AA,494.30566876229153,53.48049428129078
AA,258.15705482536066,77.06761702495153
AA,322.6754564790219,15.282729911958581
AA,419.1733524725671,67.00546848084463
AA,463.07192516193453,38.82866673822092
AA,264.94442434816534,36.53371884880398
AA,67.39491060555241,32.8324477288423
AA,420.83325770040295,15.861739872160108
AA,151.58173345708315,29.18086722474299
AA,129.8219190458794,25.58278247862721
AA,195.00085375473802,80.12980150631502
AA,252.89292622506588,67.39180207988726
AA,89.35735487526908,97.71896263319023
AA,70.69870014494673,36.42100330986039
AA,342.93619600444714,38.16111319542548
AA,1.7812046333943177,10.324804383602793
AA,181.35287784292063,14.673084072833065
AA,71.09476566004524,60.724032150915065
AA,213.71130831378832,36.13509289299833
AA,213.80552774052853,90.58179416476068
AA,411.52408846761557,57.228841032782185
AA,58.42183594683414,83.0127564055865
AA,185.38343414400137,47.80962207196758
AA,79.89843444535954,21.82908464928114
AA,364.8960182092462,58.70887132119048
AA,391.4775250759759,96.0611076486968
AA,182.0116162096026,4.128242897657664
AA,4.575016348865757,45.112132141471406
AA,372.6944879636157,32.51493068791553
AA,202.86152925255757,1.9790781171237448
AA,319.7501646349912,73.84278082204901
AA,223.19202597037247,42.22728609325721
AA,340.08479976073534,15.661423310159094
AA,453.76689752240145,59.27664079129528
AA,284.14271712880304,63.505651415928924
AA,195.6345682550454,13.081131522886603
AA,315.15968958351806,33.90730184487643
AA,482.34342433371836,47.088152934569685
AA,178.25370488107762,30.876212722463393
AA,18.09629626186321,1.5011094052754914
AA,265.722831387887,16.752105687389708
AA,129.42136427956862,39.9931860876352
AA,171.80228819550535,91.50980018181534
AA,230.2977414252797,84.4021519224674
AA,260.50174019826954,80.32400166633283
AA,148.48809512317746,5.171814623021653
AA,119.89034832277973,25.473560353672475
AA,485.03323121018303,52.19849278950576
AA,130.7509074503011,0.10703919667041095
AA,138.383344248457,90.1472409695032
AA,309.25210148387146,75.14669816811568
AA,98.86492905003685,6.639944793469709
AA,236.88284028588808,92.11936170211305
AA,65.93942732272495,79.8946628633148
AA,67.07114540088122,23.2489324282811
AA,424.9788138955996,30.82185032234116
AA,163.47457625728106,53.18223779300163
AA,43.57823196674876,1.353923019049963
AA,136.4187176522193,94.19181779425216
AA,225.58872922543193,4.209697537649326
AA,41.802785981271015,55.27977941671545
AA,95.57129448480623,50.47807209400047
AA,149.13505835650153,67.34390014799051
AA,50.505627443514165,74.70551319921259
AA,96.53581500721464,13.964070769833048
AA,354.785249527972,77.12311455066119
AA,175.6935734091425,6.630764027725721
AA,374.15901679304636,97.14083039595995
AA,398.29671866265005,88.08328291663594
AA,282.9420136784606,14.607712052476051
AA,465.6677970160067,27.818740917239857
AA,194.66768564635623,79.66390359387793
AA,14.557751002133635,40.00413348764521
AA,29.911999439961257,57.04599219027726
AA,400.825405844337,58.81257134558597
AA,416.21222947874594,78.77086094912956
AA,90.43352314419833,84.00337109015304
AA,79.45486854142081,89.55519121537816
AA,301.4840456745014,89.7804177444492
AA,307.2175560605322,50.14507093396007
AA,178.24487589095295,7.238874975740773
AA,148.6092809686343,93.0346189284185
AA,469.5413999969758,13.408633345971133
AA,342.66600896443913,34.88884816704088
AA,194.7696565702947,79.13398463236251
AA,329.43641354763275,96.20058717844765
AA,217.9426234495952,51.42484132490426
AA,134.2253502699015,17.164194670805323
AA,249.5484207261841,38.09757822792535
AA,377.55355114968563,20.106859260374797
AA,211.10496073190555,34.1354009645411
AA,96.30510271052128,57.42513142036603
AA,457.88661752962986,46.34442277398586
AA,426.3739476526989,8.41191931818015
AA,275.32526667245355,16.301976589378285
AA,31.17596740336537,36.32388407578894
AA,345.05825317900684,97.25903186737985
AA,402.0665796706402,96.73980629551578
AA,50.44151714664513,8.18416149374298
AA,323.46078346713654,24.56813970432047
AA,370.7538472831117,70.95534735663271
AA,226.83987341185008,41.905899908234964
AA,267.20817769663483,43.58734236280159
AA,78.90377643583646,26.849733711303113
AA,16.57944703895142,14.380900232141514
AA,64.46419640595829,82.32683233822216
AA,263.52471798596036,58.704204654272964
AA,75.90330663081463,13.073643740346519
AA,358.2187561281538,84.92412277703812
AA,381.3254224157361,58.66940616452146
AA,386.43495699529933,88.44444258289799
AA,217.68794785890177,14.487231851568394
AA,160.3322532392492,14.74847420533406
AA,167.9210372838858,41.49351188930089
AA,106.1120914576864,99.28298656502255
AA,325.0832545162965,40.47084370666649
AA,138.87800790469885,52.90007111679067
AA,308.7218024910771,34.66150157092659
AA,381.60953589933774,97.21175839068502
AA,474.02792780550755,25.700622767664083
AA,343.00850512431566,14.62911290221851
AA,52.70956739886662,99.15087951298037
AA,266.96300304309517,21.540440012216134
AA,136.7354283007451,81.25251395891405
AA,466.68124431727165,81.8191941571066
AA,162.28326195625564,35.397062460078054
AA,455.7718378316408,59.553049346154964
AA,150.01417599762485,91.52024705060224
AA,339.3416750507686,26.862083146070738
AA,157.18163725914357,3.7987832684860945
AA,477.44075733492105,41.626744953174466
AA,386.3781982617995,74.0332741058466
AA,195.89182311383036,24.23097050477605
AA,105.98358330450203,81.58917304035012
AA,309.0555200943334,57.61791215490031
AA,421.8738499949554,72.58103616022626
AA,399.86124736636333,23.841042299647476
AA,157.4937842416357,31.64680005628909
AA,240.772757669235,11.034043069285094
AA,458.3901452156983,10.059643419857856
AA,110.93398498710062,58.87955001663043
AA,252.17499809314626,97.18486336944395
AA,14.29376723949044,95.86393615232765
AA,348.6693206503019,67.63579614638327
AA,242.02105143536014,60.547048404870665
AA,371.74303015528795,46.886864148124765
AA,311.0461738471678,36.37928381484531
AA,169.73304002474953,21.449262007636705
AA,319.1824145850923,77.1311166250244
AA,383.97521686545406,43.95479558044529
AA,413.2269749954177,91.13891324107757
AA,60.39745228874099,79.4731982980183
AA,343.15048615963013,92.96508016178417
AA,381.8267508301396,93.9753059265674
AA,190.55833884369244,78.14935995364515
AA,396.2446944076384,69.59108593300272
AA,258.5300572755184,5.097290160195911
AA,205.77899197433274,99.70746450296157
AA,287.14296529439383,94.91646154704627
AA,57.7832003086497,94.96555013697538
BB,330.80167094727653,18.10952955135352
BB,154.53219548229734,69.12733322331538
BB,482.4634356413736,70.45030672499982
BB,204.81474772350373,95.04945420049617
BB,154.95677023268223,80.1247597247454
BB,407.18926488085896,67.73365912749395
BB,305.72524304620015,28.426232391665796
BB,348.66348658756914,50.63841105296921
BB,467.3872986580531,64.57863297339895
BB,7.076297179729796,59.71362799361329
BB,95.81718028111175,32.000115190858516
BB,45.893789181841505,29.815826185562234
BB,239.40863470070738,66.4832221452463
BB,31.181234591870833,22.10553384768338
BB,489.68014080013774,75.79441308982325
BB,428.9867841508793,13.750904061679126
BB,497.31779114995754,48.960515104499926
BB,114.18879963618444,18.82173054737909
BB,322.1363183925095,92.04801322443429
BB,289.54815038492274,75.46974786394216
BB,471.7276021097822,67.2876300917047
BB,390.9244146580222,66.40049015784571
BB,422.9301123111524,55.94401331985228
BB,291.6418624074581,26.937312132423386
BB,147.41550054902842,8.164442391986748
BB,378.8206188852653,7.262440079637367
BB,483.4946642414186,62.824362089732055
BB,390.9128786259676,61.15616932404466
BB,81.64486002744242,3.882653861473928
BB,94.1092499776417,94.54997034284848
BB,343.6721804542633,6.6151751897888245
BB,21.970287170479274,32.34300894257599
BB,288.1468822024576,67.85120462816087
BB,364.62744715420894,77.80007877140386
BB,455.8294334362013,51.49550499760955
BB,420.9090640910064,71.01733822844093
BB,369.6022127363726,14.581786104198269
BB,303.0946239749576,27.560904121152795
BB,83.50844269065988,23.723747331894675
BB,168.3762202486136,76.32660842907435
BB,238.31675417178027,93.75861465497988
BB,154.12242047129564,3.223929740018372
BB,106.66723471291417,96.63150645208992
BB,180.52882529399483,36.72040616083066
BB,445.6517970907976,91.99640085142758
BB,427.199003205974,30.14153615550651
BB,307.86710954348,43.546640211129926
BB,248.05201400177233,50.17543837898467
BB,327.34461307192606,13.387803555950073
BB,412.1481225548201,79.71519683870947
BB,386.2976847914898,62.421856830882014
BB,291.2900155728342,49.0122679670013
BB,381.87488464170264,51.02415751945203
BB,85.11137394818819,28.102756638527104
BB,293.81891071226937,89.55384060159494
BB,286.0495535748844,28.465037886608336
BB,361.3018614714595,0.20381637468236402
BB,251.83636436952557,87.30450261385302
BB,306.8982956489944,54.91127028228253
BB,312.9139671510619,79.83786001584625
BB,174.48481225623792,61.700483640799916
BB,38.46523723103545,84.64470885310074
BB,146.55165748624765,18.93887170818209
BB,89.01834996142388,98.46019858757757
BB,51.909858360158935,20.471357557904568
